S.N.,E,Gam,phi,C,Neu,dil,ExDep,Bfill,Plthk,FAng,Inc,Sp,Len,FOS,Dis
2788,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.2,1.132,-0.065
2789,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.0,0.0,-0.033
2790,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.9,0.8,0.0,-0.046
2791,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.2,1.453,-0.055
2792,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.0,1.295,-0.066
2793,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.5,0.8,1.121,-0.095
2794,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.2,1.276,-0.065
2795,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.0,1.132,-0.086
2796,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.7,0.8,0.0,-0.049
2797,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.2,1.056,-0.1
2798,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.0,0.0,-0.053
2799,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,5.0,15,0.9,0.8,0.0,-0.091
2800,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.2,1.493,-0.039
2801,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.0,1.359,-0.042
2802,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.5,0.8,1.191,-0.051
2803,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.2,1.412,-0.044
2804,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.0,1.192,-0.05
2805,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.7,0.8,0.0,-0.029
2806,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.2,1.14,-0.056
2807,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.0,0.0,-0.032
2808,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,200,10.0,15,0.9,0.8,0.0,-0.044
2809,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.2,2.469,-0.046
2810,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.0,2.298,-0.049
2811,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.5,0.8,2.124,-0.053
2812,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.2,2.347,-0.051
2813,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.0,2.167,-0.052
2814,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.7,0.8,1.968,-0.056
2815,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.2,2.168,-0.053
2816,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.0,2.005,-0.056
2817,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.9,0.8,1.791,-0.061
2818,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.2,2.559,-0.037
2819,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.0,2.364,-0.038
2820,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.5,0.8,2.229,-0.041
2821,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.2,2.423,-0.039
2822,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.0,2.263,-0.042
2823,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.7,0.8,2.069,-0.044
2824,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.2,2.28,-0.041
2825,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.0,2.106,-0.043
2826,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.9,0.8,1.947,-0.045
2827,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.2,2.469,-0.046
2828,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.0,2.3,-0.05
2829,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.5,0.8,2.128,-0.053
2830,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.2,2.332,-0.051
2831,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.0,2.155,-0.052
2832,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.7,0.8,1.98,-0.057
2833,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.2,2.157,-0.053
2834,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.0,2.011,-0.057
2835,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.9,0.8,1.805,-0.063
2836,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.2,2.561,-0.037
2837,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.0,2.369,-0.038
2838,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.5,0.8,2.205,-0.041
2839,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.2,2.437,-0.039
2840,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.0,2.258,-0.042
2841,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.7,0.8,2.077,-0.044
2842,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.2,2.272,-0.041
2843,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.0,2.112,-0.044
2844,6500,21.0,30.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.9,0.8,1.937,-0.046
2845,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.2,2.461,-0.027
2846,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.0,2.306,-0.031
2847,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.5,0.8,2.115,-0.034
2848,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.2,2.33,-0.031
2849,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.0,2.171,-0.033
2850,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.7,0.8,1.996,-0.038
2851,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.2,2.165,-0.034
2852,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.0,1.999,-0.038
2853,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.9,0.8,1.792,-0.043
2854,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.2,2.552,-0.018
2855,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.0,2.379,-0.019
2856,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.5,0.8,2.214,-0.021
2857,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.2,2.433,-0.02
2858,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.0,2.247,-0.022
2859,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.7,0.8,2.071,-0.025
2860,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.2,2.26,-0.022
2861,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.0,2.114,-0.024
2862,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.9,0.8,1.92,-0.026
2863,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.2,2.473,-0.028
2864,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.0,2.296,-0.031
2865,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.5,0.8,2.118,-0.035
2866,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.2,2.329,-0.032
2867,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.0,2.165,-0.034
2868,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.7,0.8,1.994,-0.04
2869,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.2,2.175,-0.035
2870,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.0,2.017,-0.039
2871,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.9,0.8,1.797,-0.046
2872,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.2,2.559,-0.018
2873,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.0,2.364,-0.02
2874,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.5,0.8,2.211,-0.022
2875,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.2,2.425,-0.02
2876,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.0,2.263,-0.023
2877,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.7,0.8,2.072,-0.026
2878,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.2,2.288,-0.023
2879,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.0,2.11,-0.025
2880,6500,21.0,30.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.9,0.8,1.917,-0.028
2881,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.2,2.068,-0.052
2882,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.0,1.902,-0.056
2883,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.5,0.8,1.735,-0.061
2884,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.2,1.968,-0.058
2885,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.0,1.787,-0.06
2886,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.7,0.8,1.521,-0.067
2887,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.2,1.762,-0.063
2888,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.0,1.553,-0.069
2889,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.9,0.8,1.275,-0.079
2890,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.2,2.138,-0.042
2891,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.0,1.967,-0.044
2891,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.0,1.967,-0.044
2892,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.5,0.8,1.816,-0.047
2893,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.2,1.989,-0.045
2894,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.0,1.896,-0.049
2895,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.7,0.8,1.698,-0.052
2896,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.2,1.886,-0.048
2897,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.0,1.708,-0.052
2898,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.9,0.8,1.571,-0.055
2899,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.2,2.101,-0.051
2900,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.0,1.912,-0.055
2901,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.5,0.8,1.747,-0.06
2902,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.2,1.954,-0.057
2903,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.0,1.801,-0.059
2904,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.7,0.8,1.607,-0.065
2905,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.2,1.791,-0.061
2906,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.0,1.667,-0.066
2907,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.9,0.8,1.333,-0.074
2908,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.2,2.135,-0.041
2909,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.0,1.972,-0.043
2910,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.5,0.8,1.816,-0.046
2911,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.2,2.049,-0.043
2912,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.0,1.88,-0.047
2913,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.7,0.8,1.699,-0.051
2914,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.2,1.876,-0.047
2915,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.0,1.734,-0.05
2916,6500,21.0,30.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.9,0.8,1.569,-0.053
2917,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.2,2.081,-0.034
2918,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.0,1.925,-0.038
2919,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.5,0.8,1.69,-0.042
2920,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.2,1.957,-0.04
2921,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.0,1.813,-0.043
2922,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.7,0.8,1.655,-0.05
2923,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.2,1.738,-0.045
2924,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.0,1.639,-0.051
2925,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.9,0.8,1.336,-0.061
2926,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.2,2.16,-0.023
2927,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.0,2.004,-0.025
2928,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.5,0.8,1.841,-0.028
2929,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.2,2.036,-0.026
2930,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.0,1.891,-0.03
2931,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.7,0.8,1.668,-0.033
2932,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.2,1.889,-0.03
2933,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.0,1.552,-0.033
2934,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.9,0.8,1.552,-0.036
2935,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.2,2.101,-0.033
2936,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.0,1.923,-0.037
2937,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.5,0.8,1.678,-0.041
2938,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.2,1.959,-0.038
2939,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.0,1.811,-0.041
2940,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.7,0.8,1.565,-0.048
2941,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.2,1.747,-0.043
2942,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.0,1.645,-0.048
2943,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.9,0.8,1.392,-0.057
2944,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.2,2.132,-0.023
2945,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.0,1.998,-0.024
2946,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.5,0.8,1.765,-0.027
2947,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.2,2.05,-0.025
2948,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.0,1.898,-0.028
2949,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.7,0.8,1.689,-0.032
2950,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.2,1.872,-0.029
2951,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.0,1.564,-0.032
2952,6500,21.0,30.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.9,0.8,1.565,-0.034
2953,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.2,1.645,-0.065
2954,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.0,1.476,-0.075
2955,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.5,0.8,1.287,-0.099
2956,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.2,1.463,-0.074
2957,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.0,1.305,-0.091
2958,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.7,0.8,1.083,-0.132
2959,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.2,1.217,-0.103
2960,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.0,0.0,-0.058
2961,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.9,0.8,0.0,-0.078
2962,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.2,1.708,-0.052
2963,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.0,1.536,-0.054
2964,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.5,0.8,1.343,-0.062
2965,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.2,1.541,-0.055
2966,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.0,1.367,-0.062
2967,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.7,0.8,1.196,-0.077
2968,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.2,1.302,-0.068
2969,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.0,1.132,-0.086
2970,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.9,0.8,0.0,-0.049
2971,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.2,1.635,-0.063
2972,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.0,1.478,-0.071
2973,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.5,0.8,1.279,-0.093
2974,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.2,1.465,-0.071
2975,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.0,1.287,-0.085
2976,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.7,0.8,1.086,-0.124
2977,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.2,1.202,-0.091
2978,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.0,1.054,-0.205
2979,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.9,0.8,0.0,-0.076
2980,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.2,1.716,-0.05
2981,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.0,1.515,-0.052
2982,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.5,0.8,1.358,-0.059
2983,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.2,1.583,-0.053
2984,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.0,1.373,-0.059
2985,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.7,0.8,1.197,-0.071
2986,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.2,1.297,-0.063
2987,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.0,1.133,-0.076
2988,6500,21.0,30.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.9,0.8,0.0,-0.048
2989,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.2,1.639,-0.044
2990,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.0,1.475,-0.051
2991,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.5,0.8,1.287,-0.068
2992,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.2,1.464,-0.052
2993,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.0,1.28,-0.065
2994,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.7,0.8,1.102,-0.101
2995,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.2,1.203,-0.076
2996,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.0,0.0,-0.039
2997,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.9,0.8,0.0,-0.055
2998,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.2,1.698,-0.032
2999,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.0,1.553,-0.034
3000,6500,21.0,30.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.5,0.8,1.348,-0.039
3001.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,100.0,10.0,15.0,0.7,1.2,1.132,-0.598
3002.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,100.0,10.0,15.0,0.7,1.0,0.0,-0.546
3003.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,100.0,10.0,15.0,0.7,0.8,0.0,-0.567
3004.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,100.0,10.0,15.0,0.9,1.2,0.0,-0.544
3005.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,100.0,10.0,15.0,0.9,1.0,0.0,-0.553
3006.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,100.0,10.0,15.0,0.9,0.8,0.0,-0.584
3007.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.5,1.2,1.166,-0.614
3008.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.5,1.0,1.09,-0.635
3009.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.5,0.8,0.997,-0.695
3010.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.7,1.2,1.091,-0.623
3011.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.7,1.0,0.0,-0.562
3012.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.7,0.8,0.0,-0.598
3013.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.9,1.2,0.0,-0.56
3014.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.9,1.0,0.0,-0.577
3015.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,5.0,15.0,0.9,0.8,0.0,-0.623
3016.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.5,1.2,1.171,-0.583
3017.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.5,1.0,1.122,-0.589
3018.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.5,0.8,1.048,-0.633
3019.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.7,1.2,1.13,-0.588
3020.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.7,1.0,0.0,-0.541
3021.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.7,0.8,0.0,-0.563
3022.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.9,1.2,0.0,-0.538
3023.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.9,1.0,0.0,-0.548
3024.0,6500.0,21.0,30.0,5.0,0.3,0.0,6.0,25.0,200.0,10.0,15.0,0.9,0.8,0.0,-0.579
3025.0,6500.0,21.0,34.0,25.0,0.35,4.0,6.0,29.0,100.0,5.0,15.0,0.5,1.2,1.53,-0.579
